id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
4018,Dynamical stability and chaos in artificial neural network trajectories along training,"Danovski, K.; Soriano, M.C.; Lacasa, L.",2024,journal_article,criticality_in_dl,training_dynamics,empirical_theory,"Treats training as dynamical system in graph space; computes Lyapunov exponents of network trajectories; finds regular vs chaotic regimes depending on learning rate (Front. Complex Syst. 2:1367957)",Lyapunov-of-training as opposed to Lyapunov-of-forward-pass is a complementary observable for Candidate 3 and Candidate 15 (early-stop signal),4
4019,Lyapunov spectra of chaotic recurrent neural networks,"Engelken, R.; Wolf, F.; Abbott, L.F.",2023,journal_article,criticality_in_dl,edge_of_chaos_rnn,analytic,"Complete Lyapunov spectrum of chaotic RNNs; extensive chaos with size-invariant spectrum; attractor dimension much smaller than phase space; symplectic-like point symmetry (Phys. Rev. Research 5:043044)",Gold-standard methodology for computing Jacobian-spectrum Lyapunov on transformer residual streams; use for per-layer EOC measurement,4
4020,Geometric Dynamics of Signal Propagation Predict Trainability of Transformers,"Haber, A.; Levi, O.; VERIFY author list",2024,journal_article,dl_theory,signal_propagation,mean_field,"Order-chaos phase transition in transformers as function of init hyperparameters; derives angle-exponent + gradient-exponent Lyapunov indices; attractive/repulsive particle regimes (Phys. Rev. E 110:044309 or equivalent; VERIFY)",Transformer-specific edge-of-chaos theory; direct quantitative prediction to validate on pretrained GPT-2 / Pythia,5
4021,Universal Scaling Laws of Absorbing Phase Transitions in Artificial Deep Neural Networks,"Yoneda, K.; Nishimori, H.; Hukushima, K. VERIFY authors",2025,journal_article,criticality_in_dl,absorbing_state_transition,empirical_theory,"MLPs belong to mean-field universality class; CNNs belong to directed-percolation class; hyperparam tuning to phase boundary necessary but insufficient for optimal generalisation (Phys. Rev. Research jp61-6sp2)",First direct assignment of artificial NN architectures to DP universality classes; test same for transformers; motivates class-assignment in Candidate 20,5
4022,Critical Avalanches in Excitation-Inhibition Balanced Networks Reconcile Response Reliability with Sensitivity for Optimal Neural Representation,"Yang, Z.; Liang, J.; Zhou, C.",2025,journal_article,complex_systems,critical_avalanche_theory,analytic_simulation,"Heterogeneous inhibition in E/I-balanced networks produces reliable critical avalanches simultaneously maximising response sensitivity and reliability (Phys. Rev. Lett. 134:028401)",E/I heterogeneity analog in transformers: attention-head gain heterogeneity may control reliability-sensitivity tradeoff at criticality,3
4023,Intelligence at the Edge of Chaos,"Zhang, S.; Patel, K.; VERIFY author list",2025,conference_paper,criticality_in_dl,edge_of_chaos_llm,empirical,"Training GPT-2 on elementary cellular automata of varying complexity: downstream reasoning peaks for ECAs near edge of chaos; uniform and fully chaotic ECAs produce weaker models (ICLR 2025)",Training-data complexity edge-of-chaos hypothesis: ML systems trained on edge-of-chaos distributions become smarter; complementary to Candidate 1 measuring criticality-in-activations,4
4024,Improving Sparse Decomposition of Language Model Activations with Gated Sparse Autoencoders,"Rajamanoharan, S.; Conmy, A.; Smith, L.; Lieberum, T.; Varma, V.; Kramar, J.; Shah, R.; Nanda, N.",2024,conference_paper,ml_interpretability,sparse_autoencoders,empirical,"Gated SAE separates which-directions from magnitude-estimation; Pareto improvement over vanilla SAE for interpretability metrics (NeurIPS 2024)",Updated SAE basis to use for Candidate 5 basis-invariance test; Gated SAE features may give cleaner criticality signature than vanilla SAE,3
4025,Dynamical constraints on neural population activity,"Oby, E.R.; Degenhart, A.D.; Grigsby, E.M.; Motiwala, A.; McClain, N.T.; Marino, P.J.; Solla, S.A.; Yu, B.M.; Batista, A.P.",2024,journal_article,neuroscience,neural_population_dynamics,experimental_bci,"Monkey motor cortex BCI: neural populations cannot violate natural timescales of activity even under direct behavioural challenge (Nat. Neurosci. 28:383-393) VERIFY pages",Activations in trained nets may be similarly constrained to a low-dim manifold; criticality may live on this manifold not in raw ambient space,3
4026,Sensory-Processing Sensitivity Is Associated with Increased Neural Entropy,"VERIFY authors",2023,journal_article,neuroscience,methodology_criticality,experimental_eeg,"Resting-state EEG analysis combining DFA + neuronal-avalanche analysis + sample entropy + Higuchi fractal dim reveals entropy increases with SPS trait (Entropy 25:890)",Example of standard criticality toolbox applied to human data; mirrors the ML-activation pipeline we propose,2
4027,Is critical brain dynamics more prevalent than previously thought?,"VERIFY authors",2025,preprint,neuroscience,critical_brain_review,analytic_simulation,"Neural systems may separate non-critical dynamics critical oscillations and scale-invariant avalanches into different subspaces; hidden criticality widely underdetected (bioRxiv 2025.09.02.673722)","Subspace-hidden criticality hypothesis; for ML supports testing criticality in carefully chosen subspaces (SAE features, top-PC, residual channels) not ambient activations",3
4028,Different developmental trajectories of critical dynamics in prefrontal cortex-amygdala circuitry,"VERIFY authors",2026,preprint,neuroscience,development,experimental_in_vivo,"Developmental trajectory of prefrontal avalanche branching ratio decreases toward 1 with age; amygdala follows distinct trajectory (bioRxiv 2026.02.13.705704)","Developmental analogue for training dynamics (Candidate 3); different 'regions' of a transformer (early/late layers, FFN vs attention) may follow distinct trajectories",3
4029,Critical neuronal avalanches emerge from excitation-inhibition balanced spontaneous activity,"VERIFY authors",2025,preprint,neuroscience,critical_avalanche_theory,analytic_simulation,"Spiking model with E/I balance reproduces critical exponents observed in calcium + electrophysiology data without fine tuning (bioRxiv 2025.11.17.688775)",Alternative generative model for LLM-activation avalanches; compare fit quality against DP branching and adaptive Ising,3
4030,Invariant activity sequences across the mouse brain,"VERIFY authors",2025,preprint,neuroscience,cortical_avalanches,experimental_neuropixels,"Allen Brain Neuropixels data: invariant activity sequences preserved across brain regions; statistics consistent with critical propagation (bioRxiv 2025.12.20.695676)",Cross-region universality in brain analog to cross-layer universality in LLMs; test invariance of avalanche shape across transformer layers (Candidate 6),3
4031,How neural network structure alters the brain's self-organized criticality,"VERIFY authors",2024,preprint,neuroscience,network_topology,analytic_simulation,"Graph-structure perturbations shift SOC regime; hub removal and small-world structure qualitatively alter avalanche exponents (bioRxiv 2024.09.24.614702)",Direct precedent for Candidate 2 skip-connection-topology-tunes-criticality thesis; biological equivalent of topology sweep,4
