id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
3065,Muon Optimizer Accelerates Grokking,"Tveit, A.; Tidemann, A.; others",2025,preprint,training_dynamics,grokking,optimiser,"VERIFY: Muon's spectral-norm constraints and second-order information cut mean grokking epoch from 153 to 103 across seven modular-arithmetic tasks (p=6.3e-8)",Optimiser-level spectral constraint is another control knob for tuning where on the criticality axis grokking occurs,3
3066,Grokking at the Edge of Numerical Stability,"Prieto, L.; Barsbey, M.; Mediano, P.A.M.; Birdal, T.",2025,paper,training_dynamics,grokking,empirical_theory,"Unregularised grokking drives logits to Softmax-Collapse and produces naive-loss-minimisation gradients; StableMax activation and orthogonal-gradient training each enable grokking without weight decay",Softmax-Collapse is a concrete dynamical-instability boundary that may coincide with the activation-criticality transition,4
3067,Grokking and Generalization Collapse: Insights from HTSR theory,"Prakash, H.K.; Martin, C.H.",2025,preprint,training_dynamics,grokking,heavy_tailed_self_regularisation,"Training a 3-layer MLP on MNIST for 1e7 steps reveals a third anti-grokking phase detectable only by HTSR alpha<2 and Correlation-Trap outlier singular values",HTSR weight-matrix exponents carry late-stage criticality signal not visible in activation statistics — a complementary axis,4
3068,Mamba State-Space Models Are Lyapunov-Stable Learners,"Halloran, J.T.; Gulati, M.; Roysdon, P.F.",2024,preprint,dl_theory,state_space_models,theory_empirical,"Mamba/Mamba-2 SSM layers are provably Lyapunov-stable under mixed-precision and PEFT fine-tuning perturbations, unlike transformer baselines",Architectural Lyapunov stability is antithetical to edge-of-chaos — test whether Mamba sits further from criticality than transformers on matched tasks,3
3069,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,"Dao, T.; Gu, A.",2024,preprint,dl_theory,state_space_models,theory,"State-Space Duality framework connects SSMs and attention via structured semiseparable matrices and yields Mamba-2 with 2-8x speedup while matching transformer perplexity",SSD framework lets us port transformer criticality tools to SSMs with shared mathematical substrate,3
3070,The Shaped Transformer: Attention Models in the Infinite Depth-and-Width Limit,"Noci, L.; Li, C.; Li, M.B.; He, B.; Hofmann, T.; Maddison, C.J.; Roy, D.M.",2023,paper,dl_theory,infinite_depth,theory,"Softmax centred at identity plus width-dependent temperature yields a well-defined SDE limit in proportional infinite-depth-width regime, avoiding rank collapse",Shaped-attention parametrisation is an explicit criticality-preserving design — benchmark it against unshaped nanoGPT,3
3071,u-muP: The Unit-Scaled Maximal Update Parametrization,"Blake, C.; Eichenberg, C.; Dean, J.; Balles, L.; Prince, L.Y.; Deiseroth, B.; Cruz-Salinas, A.F.; Luschi, C.; Weinbach, S.; Orr, D.",2024,paper,dl_theory,parametrisation,empirical_theory,"Combining muP with Unit Scaling gives activations/weights/gradients scale ~1 at init and enables stable FP8 training with simpler HP defaults across model sizes",u-muP is a principled init that is scale-invariant by construction — an alternative null baseline to random Gaussian init,3
3072,Geometric Dynamics of Signal Propagation Predict Trainability of Transformers,"Cowsik, A.; Nebabu, T.; Qi, X.-L.; Ganguli, S.",2024,preprint,dl_theory,signal_propagation,theory,"Treating token representations as n interacting particles yields update equations that expose an order-chaos phase transition in transformer init hyperparameters",Provides the explicit edge-of-chaos phase diagram in transformer init space that our empirical signatures should track,5
3073,All you need is a good init,"Mishkin, D.; Matas, J.",2015,paper,dl_theory,initialisation,lsuv,"Layer-sequential unit-variance initialisation (orthonormal + per-layer variance normalisation) matches or beats bespoke deep-net init schemes on ImageNet/CIFAR",Classical per-layer variance-normalised init as historical baseline for how criticality-aware init changes trainability,2
3074,Fixup Initialization: Residual Learning Without Normalization,"Zhang, H.; Dauphin, Y.N.; Ma, T.",2019,paper,dl_theory,initialisation,empirical_theory,"Properly rescaled residual-branch init (Fixup) trains 10000-layer residual nets stably without any normalisation layer",Normalisation-free deep residual training — useful control for isolating whether BN/LN interacts with criticality signatures,2
3075,Critical Learning Periods in Deep Neural Networks,"Achille, A.; Rovere, M.; Soatto, S.",2019,paper,dl_theory,critical_periods,empirical,"Early-training sensory deficits cause irreversible performance loss in deep networks mirroring biological critical periods; Fisher-Information of weights tracks an information-plasticity window",Network sensitivity to perturbation has an early critical window — test whether criticality onset aligns with this window,4
3076,Critical Learning Periods Emerge Even in Deep Linear Networks,"Kleinman, M.; Achille, A.; Soatto, S.",2023,preprint,dl_theory,critical_periods,theory_empirical,"Fisher-Information-based critical-learning-period phenomenology appears even in deep linear networks, isolating it from nonlinearity",Critical-period phenomenon is nonlinearity-independent — suggests criticality claims need linear-net controls,3
3077,Edge of chaos as a guiding principle for modern neural network training,"Zhang, L.; others",2021,preprint,dl_theory,edge_of_chaos,empirical_theory,"VERIFY: weight decay pushes a fully-analytical feedforward net toward the ordered phase; optimal lambda places it at the edge of chaos with peak Fashion-MNIST accuracy",Weight-decay is directly an order-parameter knob — ablation sweep on weight decay should traverse critical point,4
3078,Power Lines: Scaling Laws for Weight Decay and Batch Size in LLM Pre-training,"Bergsma, S.; Soboleva, D.; others",2025,preprint,scaling_laws,weight_decay,empirical,"VERIFY: optimal weight decay scales linearly with batch size and the AdamW timescale tau=B/(eta*lambda*D) follows a precise power law in tokens-per-parameter ratio",Power-law scaling of optimal regularisation hints at underlying criticality — test whether criticality-optimal WD tracks Power-Lines prediction,3
3079,The Unlocking Spell on Base LLMs: Rethinking Alignment via In-Context Learning,"Lin, B.Y.; Ravichander, A.; Lu, X.; Dziri, N.; Sclar, M.; Chandu, K.; Bhagavatula, C.; Choi, Y.",2024,paper,training_dynamics,post_training,token_distribution_shift,"Base vs aligned LLMs produce near-identical next-token distributions except on stylistic tokens; URIAL achieves alignment with three in-context examples",Post-training alters a thin stylistic surface — criticality signatures should be similar base-vs-chat unless our measure captures deeper changes,4
3080,LIMA: Less Is More for Alignment,"Zhou, C.; Liu, P.; Xu, P.; Iyer, S.; Sun, J.; Mao, Y.; Ma, X.; Efrat, A.; Yu, P.; Yu, L.; Zhang, S.; Ghosh, G.; Lewis, M.; Zettlemoyer, L.; Levy, O.",2023,preprint,training_dynamics,post_training,sft_minimal,"Fine-tuning LLaMa-65B on 1000 curated prompts (no RLHF) matches or beats GPT-4/Bard/DaVinci003 in 43-65% of preference comparisons",Instruction-following is cheap to install — reinforces that post-training is a shallow perturbation relative to pretraining criticality,3
3081,Instance-dependent Early Stopping,"Yuan, S.; Lin, R.; Feng, L.; Han, B.; Liu, T.",2025,paper,training_dynamics,early_stopping,per_instance,"Per-instance stopping criterion halts training on already-mastered examples, reducing compute while preserving/improving test accuracy",Per-instance training horizon varies — criticality signatures may be instance-dependent not just layer-dependent,2
3082,Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,"Biderman, S.; Schoelkopf, H.; Anthony, Q.; Purohit, S.; Prashanth, U.S.; Raff, E.; Skowron, A.; Sutawika, L.; van der Wal, O.",2023,paper,scaling_laws,scaling,empirical,"16 LLMs from 70M to 12B params trained on identical data in identical order with 154 public checkpoints each, enabling controlled scaling/training-dynamics studies",Pythia is the canonical corrected citation for Biderman et al. 2023 — fixes C7 cite bug in our draft,5
3083,Mapping the Edge of Chaos: Fractal-Like Boundaries in The Trainability of Decoder-Only Transformer Models,"Torkamandi, B.",2025,preprint,criticality_in_dl,edge_of_chaos,empirical,"Hyperparameter trainability boundary of decoder-only transformers exhibits self-similar fractal structure across scales in the Adam update iteration",Trainability boundary is fractal — criticality measurements near it should exhibit scale-invariance signatures too,4
3084,Critical attention scaling in long-context transformers,"Chen, S.; Lin, Z.; Polyanskiy, Y.; Rigollet, P.",2025,preprint,dl_theory,attention_scaling,theory,"Attention exhibits a phase transition in scaling factor beta_n: insufficient collapses tokens to one direction, excessive reduces attention to identity; critical beta_n ~ log n justifies YaRN/Qwen scaling",Attention scaling is an explicit criticality mechanism at the layer level — directly map beta_n to our activation-criticality measurements,5
3085,Cognitive Activation and Chaotic Dynamics in Large Language Models: A Quasi-Lyapunov Analysis of Reasoning Mechanisms,"Li, X.; others",2025,preprint,criticality_in_dl,chaos_analysis,quasi_lyapunov,"VERIFY: per-layer Quasi-Lyapunov Exponent shows LLM information accumulation follows nonlinear exponential law with MLPs dominating final output; small input perturbations produce large reasoning-output divergence",QLE is a direct per-layer criticality metric — compare to our avalanche-based per-layer metrics on same models,4
3086,Evidence of Phase Transitions in Small Transformer-Based Language Models,"Hong, N.; Hong, T.",2025,preprint,criticality_in_dl,phase_transitions,empirical,"KL divergence, vocabulary composition and word-length probes show synchronised discontinuities during training of small transformers, marking a random-to-coherent-word transition",Lexical-level coherence order parameter complements our low-level criticality measures and should be tracked jointly,4
3087,SpikeGPT: Generative Pre-trained Language Model with Spiking Neural Networks,"Zhu, R.-J.; Zhao, Q.; Li, G.; Eshraghian, J.K.",2023,preprint,dl_theory,spiking_transformers,empirical,"RWKV-style spiking language model scales to 260M params; linear-time attention replacement and binary event-driven activations give 20x fewer ops on neuromorphic hardware",Spiking LLM provides native spike-train substrate for direct avalanche analysis without SAE-feature-to-spike conversion,4
3088,Spikformer: When Spiking Neural Network Meets Transformer,"Zhou, Z.; Zhu, Y.; He, C.; Wang, Y.; Yan, S.; Tian, Y.; Yuan, L.",2023,paper,dl_theory,spiking_transformers,empirical,"Spiking Self-Attention with spike-form Q/K/V and no softmax reaches 74.8% ImageNet top-1 with 4 timesteps and 66.3M params",Transformer-shaped spiking architecture closes the gap with non-spiking baselines — viable control model for avalanche statistics,3
3089,Training Spiking Neural Networks Using Lessons From Deep Learning,"Eshraghian, J.K.; Ward, M.; Neftci, E.O.; Wang, X.; Lenz, G.; Dwivedi, G.; Bennamoun, M.; Jeong, D.S.; Lu, W.D.",2021,preprint,dl_theory,spiking_training,surrogate_gradient,"snntorch framework + tutorials unify surrogate-gradient training of SNNs with modern DL tooling; arctan smoothing of Heaviside is default surrogate",Reference software for generating biological-style spike trains from gradient-trained nets — toolchain for our spiking-model criticality experiments,3
