id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
1017,Neuronal avalanches differ from wakefulness to deep sleep - evidence from intracranial depth recordings in humans,"Priesemann, V.; Valderrama, M.; Wibral, M.; Le Van Quyen, M.",2013,journal_article,neuroscience,subsampling,experimental_intracranial,"Shows subsampled branching networks critical in bulk can appear subcritical; human depth recording evidence (PLoS CB)",Any ML branching-ratio estimate on a subset of units must include subsampling bias control,5
1018,Spike avalanches in vivo suggest a driven subsampled state of neocortical activity,"Priesemann, V.; Munk, M.H.J.; Wibral, M.",2014,journal_article,neuroscience,subsampling,experimental_theory,"Cortical recordings appear subcritical; argues driving + subsampling explain observed deviation from sigma=1",Develop analogous driven-subcritical picture for ML networks under input distribution,4
1019,Inferring collective dynamical states from widely unobserved systems,"Wilting, J.; Priesemann, V.",2018,journal_article,neuroscience,branching_ratio,analytic_software,"MR estimator: fits exponential decay of autocorrelation to recover unbiased branching ratio m under severe subsampling (Nature Comms)",Use MR estimator not naive regression to compute branching ratio of ML activations,5
1020,25 years of criticality in neuroscience - established results open controversies novel concepts,"Wilting, J.; Priesemann, V.",2019,review,neuroscience,branching_ratio_review,review,"Comprehensive review of MR estimator subsampling corrections and reverberating regime (Front. Syst. Neurosci.)",Primary reference for subsampling caveats in any ML replication,5
1021,Subsampling effects in neuronal avalanche distributions recorded in vivo,"Levina, A.; Priesemann, V.",2017,journal_article,neuroscience,subsampling,analytic,"Demonstrates that power-law exponents of avalanche distributions shift systematically under subsampling (BMC Neuroscience) [VERIFY]",Subsampling of ML layer activations could distort measured avalanche exponents in either direction,4
1022,Optimal dynamical range of excitable networks at criticality,"Kinouchi, O.; Copelli, M.",2006,journal_article,neuroscience,dynamic_range,analytic,"Proves branching-process dynamic range diverges logarithmically with N at sigma=1 (Nature Physics)",Dynamic range of an ML layer as function of distance-from-criticality is a testable analytic prediction,5
1023,Long-range temporal correlations and scaling behavior in human brain oscillations,"Linkenkaer-Hansen, K.; Nikouline, V.V.; Palva, J.M.; Ilmoniemi, R.J.",2001,journal_article,neuroscience,long_range_correlations,experimental_meg_eeg,"DFA of amplitude envelopes of human alpha/beta oscillations yields H in (0.5,1); signature of 1/f criticality",Apply DFA to time-series of layer activations across token positions in LLM inference,4
1024,Self-organized criticality - an explanation of 1/f noise,"Bak, P.; Tang, C.; Wiesenfeld, K.",1987,journal_article,neuroscience,SOC_foundation,analytic_model,"Sandpile model producing 1/f noise via SOC; foundational paper for whole field",Foundational citation; links 1/f in ML training dynamics to SOC,4
1025,Can power-law scaling and neuronal avalanches arise from stochastic dynamics,"Touboul, J.; Destexhe, A.",2010,journal_article,neuroscience,criticism,analytic_simulation,"Shows stochastic non-critical dynamics can produce apparent power-law avalanches over 2-3 decades (PLoS ONE)",Formal goodness-of-fit required; non-critical null models must be falsified before claiming criticality,5
1026,Power-law statistics and universal scaling in the absence of criticality,"Touboul, J.; Destexhe, A.",2017,journal_article,neuroscience,criticism,analytic_simulation,"Follow-up arguing some but not all avalanche claims survive formal tests (Phys Rev E) [VERIFY]",Use as null-model toolkit when evaluating ML criticality claims,4
1027,A unified view on weakly correlated recurrent networks,"Martinello, M.; Hidalgo, J.; Maritan, A.; di Santo, S.; Plenz, D.; Munoz, M.A.",2017,journal_article,neuroscience,griffiths_phases,analytic_simulation,"Heterogeneous disordered neural networks exhibit Griffiths phases: extended regions with scale-invariant statistics without fine-tuning (PRL) [VERIFY]",A trained ML net may sit in Griffiths phase not at critical point; test finite-size scaling to distinguish,5
1028,Landau-Ginzburg theory of cortex dynamics - scale-free avalanches emerge at the edge of synchronization,"di Santo, S.; Villegas, P.; Burioni, R.; Munoz, M.A.",2018,journal_article,neuroscience,griffiths_phases,analytic_simulation,"Landau-Ginzburg description locates avalanches at edge-of-synchronization bifurcation not a single critical point (PNAS)",ML edge-of-chaos may correspond to edge-of-synchronization rather than classical criticality,4
1029,Power-law distributions in empirical data,"Clauset, A.; Shalizi, C.R.; Newman, M.E.J.",2009,journal_article,neuroscience,methodology_powerlaw,analytic_software,"Canonical protocol for ML estimation of power-law exponent + KS-based x_min + bootstrap goodness-of-fit p-value (SIAM Review)",Mandatory fitting protocol for any power-law claim on ML activations,5
1030,Homeostatic plasticity and external input shape neural network dynamics,"Tetzlaff, C.; Okujeni, S.; Egert, U.; Worgotter, F.; Butz, M.",2010,journal_article,neuroscience,development,analytic_simulation,"Homeostatic synaptic plasticity produces critical fixed point as developmental attractor (PLoS CB) [VERIFY]",Trained ML nets may reach criticality as stable attractor of gradient descent analog to homeostasis,4
1031,Fading signatures of critical brain dynamics during sustained wakefulness in humans,"Meisel, C.; Olbrich, E.; Shriki, O.; Achermann, P.",2013,journal_article,neuroscience,sleep_pathology,experimental_eeg,"Sleep deprivation pushes human EEG past critical point toward supercritical; recovery sleep restores (J. Neurosci.) [VERIFY]",Brain-state axis maps to ML training-state or fine-tuning axis: model-in-training may transit criticality,4
1032,Decline of long-range temporal correlations in the human brain during sustained wakefulness,"Meisel, C.; Bailey, K.; Achermann, P.; Plenz, D.",2017,journal_article,neuroscience,sleep_pathology,experimental_eeg,"DFA exponents decline with sustained wake; recover after sleep (Sci Rep) [VERIFY]",Use DFA of activations as a low-cost criticality proxy complementary to avalanches,3
1033,Aberrant neuronal avalanches in cortical tissue removed from juvenile epilepsy patients,"Hobbs, J.P.; Smith, J.L.; Beggs, J.M.",2010,journal_article,neuroscience,sleep_pathology,experimental_human_tissue,"Epileptic tissue shows altered avalanche statistics biased toward supercritical; schizophrenia-related alterations reported elsewhere [VERIFY year/authors]",Pathology as test case: broken-criticality models may map to failure modes in ML nets,3
1034,Why brain criticality is clinically relevant - a scoping review,"Zimmern, V.",2020,review,neuroscience,clinical_review,review,"Review of clinical criticality signatures across Alzheimer Parkinson depression schizophrenia epilepsy (Front. Phys.) [VERIFY]",Catalogue of disease-criticality links; analog failure modes in ML systems,3
1035,Cortical circuit dynamics are homeostatically tuned to criticality in vivo (companion) - Fagerholm cascade dynamics and altered states,"Fagerholm, E.D.; Lorenz, R.; Scott, G.; Dinov, M.; Hellyer, P.J.; Mirzaei, S.; Leeson, C.; Carmichael, D.W.; Sharp, D.J.; Shew, W.L.; Leech, R.",2015,journal_article,neuroscience,pharmacology,experimental_meg,"Psilocybin and ketamine shift human MEG criticality metrics in direction predicted by E/I pharmacology (J. Neurosci.)",E/I-axis pharmacology analogue in ML: attention-temperature / dropout modulation as criticality knob,4
1036,MR. Estimator a toolbox to determine intrinsic timescales from subsampled spiking activity,"Spitzner, F.P.; Dehning, J.; Wilting, J.; Hagemann, A.; Neto, J.P.; Zierenberg, J.; Priesemann, V.",2021,journal_article,neuroscience,methodology_software,software,"Python/Matlab toolbox implementing MR estimator with bootstrap CIs for branching ratio under subsampling (PLoS ONE) [VERIFY year]",Use Mrestimator on ML activations to compute unbiased branching ratio,4
1037,Fitting to the power-law distribution,"Deluca, A.; Corral, A.",2013,journal_article,neuroscience,methodology_powerlaw,analytic,"Complementary formal treatment of power-law fitting widely used in geophysical SOC (Acta Geophysica) [VERIFY]",Cross-check Clauset-Shalizi-Newman fits with Deluca-Corral procedure,3
1038,Self-organized bistability associated with first-order phase transitions,"Di Santo, S.; Burioni, R.; Vezzani, A.; Munoz, M.A.",2016,journal_article,neuroscience,SOC_theory,analytic_simulation,"Self-organized bistability as alternative to SOC: system jumps between absorbing and active states (PRL) [VERIFY]",ML bistability/mode-collapse may be self-organized bistability rather than pure SOC,3
1039,Neural criticality from effective latent variables,"Morrell, M.C.; Sederberg, A.J.; Nemenman, I.",2023,journal_article,neuroscience,criticism,analytic,"Apparent criticality in neural data can arise from slow latent variables (Zipf law artifact) (eLife) [VERIFY year]",ML activations driven by slow task/context signals may show spurious criticality; include latent-variable null model,4
1040,Neuronal avalanches recorded in the awake mouse cortex exhibit scale-invariant statistics,"Seshadri, S.; Klaus, A.; Winkowski, D.E.; Kanold, P.O.; Plenz, D.",2018,journal_article,neuroscience,cortical_avalanches,experimental_in_vivo,"Awake mouse auditory cortex two-photon: avalanches with alpha~3/2 scale-invariant across cortical layers (BMC Neuroscience) [VERIFY]",Layer-resolved avalanche analysis motivates layer-resolved ML criticality study,3
