id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
11,"Learning to Walk in Minutes Using Massively Parallel Deep Reinforcement Learning","Nikita Rudin and David Hoeller and Philipp Reist and Marco Hutter",2022,paper,locomotion,training,"Massively parallel PPO in Isaac Gym with game-inspired curriculum","4096 parallel environments train ANYmal walking in 4 minutes flat / 20 minutes rough terrain on single GPU","Massive parallelism is the key enabler; HDR should operate in this regime (4096+ environments)",5
12,"Domain Randomization for Transferring Deep Neural Networks from Simulation to the Real World","Josh Tobin and Rachel Fong and Alex Ray and Jonas Schneider and Wojciech Zaremba and Pieter Abbeel",2017,paper,sim_to_real,domain_randomization,"Randomize visual and physical parameters during training","First demonstration of sim-to-real transfer using only randomized simulation; accurate to 1.5cm","Domain randomization ranges are key HDR variables; too wide fails to learn too narrow fails to transfer",5
13,"Learning robust perceptive locomotion for quadrupedal robots in the wild","Takahiro Miki and Joonho Lee and Jemin Hwangbo and Lorenz Wellhausen and Vladlen Koltun and Marco Hutter",2022,paper,locomotion,perceptive,"Attention-based recurrent encoder fusing proprioception and exteroception","Robust perceptive locomotion on ANYmal completing Alpine hike; attention mechanism handles sensor failures gracefully","Attention-based multimodal fusion for observations is superior to simple concatenation; test in HDR",5
14,"ANYmal Parkour: Learning agile navigation for quadrupedal robots","David Hoeller and Nikita Rudin and Dhionis Sako and Marco Hutter",2024,paper,locomotion,agile,"Multi-skill catalog with perception and navigation modules","Quadruped parkour at 2 m/s with jumps climbs and crawls; modular skill decomposition enables complex behaviors","Modular skill architecture may be more trainable than monolithic policies for complex locomotion",4
15,"Rapid Locomotion via Reinforcement Learning","Gabriel B. Margolis and Ge Yang and Kartik Paigwar and Tao Chen and Pulkit Agrawal",2024,paper,locomotion,agile,"Adaptive velocity curriculum online system identification","Record 3.9 m/s running on Mini Cheetah with zero-shot sim-to-real; curriculum on commands + online SysID","Adaptive velocity curriculum is a key training technique; implement velocity scheduling in HDR",5
16,"Walk These Ways: Tuning Robot Control for Generalization with Multiplicity of Behavior","Gabriel B. Margolis and Pulkit Agrawal",2023,paper,locomotion,generalization,"Multiplicity of Behavior (MoB) single policy encoding diverse strategies","Single policy encodes family of locomotion strategies switchable in real-time; enables crouching hopping running stair traversal","MoB approach allows HDR to optimize strategy selection parameters rather than retraining entire policies",5
17,"Reinforcement Learning for Versatile Dynamic and Robust Bipedal Locomotion Control","Zhongyu Li and Xuxin Cheng and Xue Bin Peng and Pieter Abbeel and Sergey Levine and Glen Berseth and Koushil Sreenath",2024,paper,locomotion,bipedal,"Dual-history policy architecture unified RL framework for Cassie","Walking running (400m dash) jumping on Cassie with zero-shot sim-to-real; dual-history architecture for adaptation","Dual-history architecture (short + long term) captures both fast reflexes and slow adaptation",5
18,"A Walk in the Park: Learning to Walk in 20 Minutes With Model-Free RL","Laura Smith and Ilya Kostrikov and Sergey Levine",2023,paper,locomotion,real_world_learning,"Real-world SAC training on A1 quadruped without simulation","Quadruped learns to walk from scratch in 20 minutes on real hardware using off-policy RL","Real-world learning as complement to sim-to-real; potential for fine-tuning sim-trained policies on hardware",4
19,"Isaac Gym: High Performance GPU-Based Physics Simulation For Robot Learning","Viktor Makoviychuk and Lukasz Wawrzyniak and Yunrong Guo and Michelle Lu et al.",2021,paper,physics_simulation,engine,"End-to-end GPU pipeline eliminating CPU-GPU data transfer","Tens of thousands of simultaneous environments on single GPU; 2-3 orders of magnitude speedup","Isaac Gym's tensor API is the model for efficient GPU simulation; compare performance with MJX",5
20,"Brax - A Differentiable Physics Engine for Large Scale Rigid Body Simulation","C. Daniel Freeman and Erik Frey and Anton Raichuk and Sertan Girgin and Igor Mordatch and Olivier Bachem",2021,paper,physics_simulation,engine,"JAX-based differentiable simulation with multiple pipelines","Millions of physics steps/second on TPU; built-in RL algorithms; differentiable for gradient-based optimization","Brax's differentiable physics could enable gradient-based reward component optimization in HDR",5
21,"MuJoCo Playground","Google DeepMind",2025,paper,physics_simulation,framework,"Open-source GPU-accelerated robot learning built on MJX","Complete locomotion environments training in minutes; supports MJX and Warp backends; integrated vision training","MuJoCo Playground is the recommended starting platform for HDR locomotion experiments",5
22,"Genesis: A Generative and Universal Physics Engine for Robotics and Beyond","Genesis Team",2024,paper,physics_simulation,engine,"Pure Python universal engine 10-80x faster than Isaac Gym","43 million FPS on RTX 4090; handles rigid bodies fluids cloth deformables; partially differentiable","Genesis's extreme speed could enable larger HDR search spaces; monitor rigid body differentiability progress",4
23,"Eureka: Human-Level Reward Design via Coding Large Language Models","Yecheng Jason Ma and William Liang and Guanzhi Wang and De-An Huang et al.",2024,paper,reinforcement_learning,reward_design,"LLM-based evolutionary reward function generation","GPT-4 generates reward functions outperforming human experts on 83% of tasks; 52% average improvement","LLM-generated reward functions could bootstrap HDR; use Eureka to generate initial reward candidates",5
24,"DrEureka: Language Model Guided Sim-To-Real Transfer","Yecheng Jason Ma and William Liang and Hung-Ju Wang et al.",2024,paper,sim_to_real,reward_design,"LLM generates both reward functions and domain randomization configs","34% improvement over human-designed locomotion policies; automated DR via Reward-Aware Physics Priors","HDR could incorporate LLM-guided reward and DR generation as a meta-optimization layer",5
25,"DeepMimic: Example-Guided Deep RL of Physics-Based Character Skills","Xue Bin Peng and Pieter Abbeel and Sergey Levine and Michiel van de Panne",2018,paper,locomotion,imitation,"Motion tracking reward combined with task reward","Broad range of imitated skills (locomotion acrobatics martial arts) with complex recoveries; multiple morphologies","Motion imitation as reward source eliminates manual reward engineering; applicable to locomotion style specification",4
26,"AMP: Adversarial Motion Priors for Stylized Physics-Based Character Control","Xue Bin Peng and Ze Ma and Pieter Abbeel and Sergey Levine and Angjoo Kanazawa",2021,paper,locomotion,style,"Adversarial discriminator as motion style reward replacing tracking","High-quality stylized motions without explicit clip selection; automatic skill composition from unstructured data","AMP-style discriminator rewards could replace manual style reward engineering in HDR",4
27,"Learning Agile Robotic Locomotion Skills by Imitating Animals","Xue Bin Peng and Erwin Coumans and Tingnan Zhang and Tsang-Wei Edward Lee and Jie Tan and Sergey Levine",2020,paper,locomotion,imitation,"Animal motion imitation with domain adaptation for sim-to-real","Diverse agile quadruped behaviors learned from animal motion capture; RSS 2020 Best Paper","Animal motion data can provide natural locomotion targets; reduces reward engineering effort",4
28,"Real-world humanoid locomotion with reinforcement learning","Ilija Radosavovic and Tete Xiao and Bike Zhang and Trevor Darrell and Jitendra Malik and Koushil Sreenath",2024,paper,locomotion,humanoid,"Causal transformer policy trained on diverse simulated terrain","First full-size humanoid (Digit) locomotion with zero-shot sim-to-real; robust indoor/outdoor walking","Causal transformers may better encode locomotion history than RNNs; test architecture choice in HDR",5
29,"Berkeley Humanoid: A Research Platform for Learning-based Control","Qiayuan Liao et al.",2024,paper,locomotion,humanoid,"Affordable mid-scale humanoid with narrow sim-to-real gap","Agile locomotion on varied terrain with simple PPO and light domain randomization; affordable hardware","Berkeley Humanoid demonstrates that simple RL + good hardware design suffices; focus HDR on reward/curriculum",4
30,"Sim-to-Real Transfer of Robotic Control with Dynamics Randomization","Xue Bin Peng and Marcin Andrychowicz and Wojciech Zaremba and Pieter Abbeel",2018,paper,sim_to_real,domain_randomization,"Online system identification with dynamics randomization","Combined dynamics randomization with learned dynamics adaptation for robust transfer","Online SysID during deployment can compensate for insufficient domain randomization",4
31,"Scaling Rough Terrain Locomotion with Automatic Curriculum RL","LP-ACRL authors",2025,paper,locomotion,curriculum,"Learning Progress-based Automatic Curriculum RL","ANYmal D achieves 2.5 m/s on diverse terrains; automatic curriculum without prior difficulty knowledge","Automatic curriculum removes need to hand-design terrain progression; implement LP-ACRL in HDR",5
32,"TransCurriculum: Multi-Dimensional Curriculum Learning for Fast and Stable Locomotion","TransCurriculum authors",2026,paper,locomotion,curriculum,"Transformer-based multi-dimensional curriculum on velocity terrain and DR","Simultaneous curriculum on 3 axes: velocity commands terrain difficulty domain randomization parameters","Multi-dimensional curriculum is natural fit for HDR; each axis is a design variable",5
33,"Learning Smooth Humanoid Locomotion through Lipschitz-Constrained Policies","Zixuan Chen and Xialin He and Yen-Jen Wang et al.",2024,paper,locomotion,smoothness,"Gradient penalty enforcing Lipschitz constraint on policy network","Smooth humanoid locomotion without low-pass filters or extensive smoothness reward tuning","Lipschitz constraint as architectural choice in HDR; may enable reducing smoothness reward terms",4
34,"Learning Sim-to-Real Humanoid Locomotion in 15 Minutes","Younggyo Seo et al.",2024,paper,locomotion,humanoid,"FastSAC/FastTD3 with massive parallelism for off-policy methods","Humanoid locomotion in 15 min on single RTX 4090 using parallelized off-policy RL","Off-policy methods with parallelism may outpace PPO; include algorithm choice as HDR variable",5
35,"Preventing Learning Stagnation in PPO by Scaling to 1 Million Parallel Environments","PPO scaling authors",2026,paper,reinforcement_learning,scaling,"Techniques to prevent PPO policy collapse at extreme parallelism","Scaling to 1M environments reveals and addresses PPO stagnation modes; higher parallelism = higher asymptotic performance","PPO may stagnate at extreme parallelism; HDR should include number of environments as variable",4
36,"Gait-Conditioned RL with Multi-Phase Curriculum for Humanoid Locomotion","Gait-conditioned authors",2025,paper,locomotion,humanoid,"Single recurrent policy with gait-ID encoding and biomechanical rewards","Unified standing walking running in single policy using human-inspired gait conditioning","Gait conditioning eliminates need for separate expert policies; reduces HDR search space",4
37,"MOVE: Multi-skill Omnidirectional Legged Locomotion with Limited View in 3D Environments","MOVE authors",2024,paper,locomotion,multi_skill,"Pseudo-siamese network combining supervised and contrastive learning","Integrated leaping crawling climbing walking in single network for 3D environments","Multi-skill integration architecture is relevant for HDR when optimizing across diverse locomotion behaviors",4
38,"Comprehensive Overview of Reward Engineering and Shaping in Advancing RL Applications","Reward engineering survey authors",2024,review,reinforcement_learning,reward_design,"Taxonomy of 16 reward shaping techniques with failure mode analysis","Seven critical pitfalls identified: sparsity deception hacking unintended consequences misalignment complexity evaluation difficulty","Systematic reward design taxonomy should guide HDR reward component selection and weighting",4
39,"Learning-based legged locomotion: State of the art and future perspectives","Sehoon Ha and Joonho Lee and Michiel van de Panne and Zhaoming Xie and Wenhao Yu and Majid Khadiv",2025,review,locomotion,survey,"Comprehensive review of learning methods for legged robots","PPO dominates; privileged learning is standard; exponential kernel rewards are best practice; open challenges in safety and generalization","This survey's practical recommendations should inform HDR baseline configuration",5
40,"Deep Reinforcement Learning for Robotic Bipedal Locomotion: A Brief Survey","Bipedal locomotion survey authors",2025,review,locomotion,bipedal,"Review of DRL methods for bipedal platforms with rapid post-2023 growth","Foundation models and LLMs present transformative opportunity for bipedal locomotion reward design and planning","LLM integration for reward design is the next frontier; relevant for HDR meta-optimization",4
41,"Imitation Learning for Legged Robot Locomotion: A Survey","Imitation learning survey authors",2025,review,locomotion,imitation,"Survey of 35 works on imitation learning for quadrupeds and humanoids","Imitation learning removes reward engineering dependency; diffusion models represent cutting edge","Imitation learning may complement RL in HDR; motion priors can reduce search space",4
42,"Humanoid Locomotion and Manipulation: Current Progress and Challenges","Humanoid survey authors (UT Austin)",2025,review,locomotion,humanoid,"Synthesis of model-based and learning-based paradigms for humanoid LM","Cost of Transport gap (robots 0.7 vs humans 0.2); hybrid approaches combining RL with MPC are state of the art","Closing the CoT gap is a key HDR target; energy efficiency rewards need optimization",5
43,"Deep reinforcement learning for real-world quadrupedal locomotion: a comprehensive review","Quadruped DRL review authors",2022,review,locomotion,quadruped,"Review of DRL pipeline for quadruped locomotion from observation to deployment","Joint position control with PD is dominant action space; domain randomization is essential for transfer","Confirms PD position control as default action space; HDR should optimize PD gains",4
44,"A survey on legged robots: Advances technologies and applications","Legged robot survey authors",2024,review,robotics,survey,"Broad survey of legged robot hardware software and applications","Industry deployment accelerating; quadrupeds most mature; humanoids rapidly growing","Hardware constraints should inform HDR design variable ranges",3
45,"Scalable co-optimization of morphology and control in embodied machines","Nick Cheney and Robert MacCurdy and Jeff Clune and Hod Lipson",2018,paper,morphology,co_design,"Evolutionary co-optimization with morphological innovation protection","Morphology changes typically hurt control; innovation protection enables readaptation","HDR morphology iteration needs protection mechanism when body parameters change",4
46,"Evolution and learning in differentiable robots","RSS 2024 differentiable morphology authors",2024,paper,morphology,co_design,"Differentiable simulation for morphology-controller co-optimization","Gradient-based optimization through differentiable sim efficiently handles large morphology populations","Differentiable morphology optimization could accelerate HDR body parameter search",4
47,"Accelerated co-design of robots through morphological pretraining","Morphological pretraining authors",2025,paper,morphology,co_design,"Universal morphology-agnostic controller for rapid adaptation","Pre-trained controller adapts to new body designs via gradient fine-tuning reducing per-design cost","Pre-train universal locomotion controller then HDR-optimize morphology with fast adaptation",4
48,"DiffuseBot: Breeding Soft Robots With Physics-Augmented Generative Models","DiffuseBot authors",2023,paper,morphology,co_design,"Diffusion model for diverse morphology generation with gradient optimization","Maintains evolutionary diversity while exploiting gradient efficiency for controller tuning","Generative morphology models could expand HDR design space beyond parameterized bodies",3
49,"Efficient Morphology-Control Co-Design via Stackelberg Proximal Policy Optimization","SPPO co-design authors",2026,paper,morphology,co_design,"Stackelberg game formulation between morphology leader and controller follower","Game-theoretic co-design outperforms alternating optimization approaches","Stackelberg formulation may be natural fit for HDR where morphology and policy are jointly optimized",4
50,"Sim-to-Real Transfer for Quadrupedal Locomotion via Terrain Transformer","Terrain transformer authors",2023,paper,sim_to_real,locomotion,"Transformer for terrain-aware quadruped locomotion sim-to-real","Transformer architecture processes terrain information for robust transfer across terrain types","Transformer terrain encoding may improve generalization; test as observation encoder in HDR",4
51,"Unified Locomotion Transformer with Simultaneous Sim-to-Real Transfer for Quadrupeds","ULT authors",2025,paper,sim_to_real,locomotion,"Unified single-phase optimization of teacher and student with privilege information","Single network unifies knowledge transfer and policy optimization for zero-shot sim-real transfer","Eliminating teacher-student phase separation simplifies HDR pipeline",4
52,"TWIST: Teacher-Student World Model Distillation for Efficient Sim-to-Real Transfer","TWIST authors",2023,paper,sim_to_real,world_model,"Teacher world model supervises student via domain-randomized observations","Efficient sim-to-real transfer of vision-based control through world model distillation","World model distillation may be more efficient than behavior cloning for teacher-student in HDR",3
53,"Towards bridging the gap: Systematic sim-to-real transfer for diverse legged robots","Systematic sim-to-real authors",2025,paper,sim_to_real,locomotion,"GROQLoco generalist locomotion policy across diverse quadrupeds","85% success rate on rubble; single policy handles various quadrupedal robots and diverse terrains","Generalist policies across robot types reduce need for per-platform HDR optimization",4
54,"CTS: Concurrent Teacher-Student RL for Legged Locomotion","CTS authors",2024,paper,sim_to_real,teacher_student,"Concurrent rather than sequential teacher-student training","Concurrent training improves both sample efficiency and final policy quality","Test concurrent vs sequential teacher-student as HDR configuration choice",4
55,"Closing the Sim-to-Real Gap: Training Spot Quadruped Locomotion with NVIDIA Isaac Lab","NVIDIA Isaac Lab Spot authors",2024,paper,sim_to_real,locomotion,"Full pipeline from Isaac Lab training to Spot deployment","Zero-shot deployment of trained models using GPU-based domain randomization","Isaac Lab as alternative platform for HDR; compare training efficiency with MuJoCo Playground",4
56,"Evaluating Domain Randomization in Deep RL Locomotion Tasks","DR evaluation authors",2023,paper,sim_to_real,domain_randomization,"Systematic evaluation of DR parameter sensitivity for locomotion","Policy training is sensitive to randomization range; too large fails to learn too small fails to transfer","DR range optimization is a critical HDR variable; test curriculum vs fixed randomization",5
57,"Isaac Lab: A GPU-Accelerated Simulation Framework for Multi-Modal Robot Learning","Isaac Lab authors",2025,paper,physics_simulation,framework,"Multi-modal GPU-native simulation successor to Isaac Gym","90K frames/sec for Spot locomotion; unified framework for locomotion manipulation navigation","Isaac Lab provides standardized environments for HDR benchmarking",4
58,"Fast and Efficient Locomotion via Learned Gait Transitions","Gait transitions authors",2021,paper,locomotion,gait,"Phase-guided RL with learned gait transitions","Smooth transitions between walk trot pace bound via phase variable control","Phase variable modulation as HDR design variable for gait diversity",4
59,"Guiding Energy-Efficient Locomotion through Impact Mitigation Rewards","Energy-efficient locomotion authors",2025,paper,locomotion,energy,"Impact mitigation reward terms for energy-efficient gaits","Energy-efficient locomotion achieved through explicit impact penalty terms","Impact mitigation rewards may reduce CoT; add to HDR reward component set",4
60,"Stage-Wise Reward Shaping for Acrobatic Robots: A Constrained Multi-Objective RL Approach","Stage-wise reward authors",2024,paper,reinforcement_learning,reward_design,"Multi-objective constrained RL with stage-wise reward decomposition","Decomposing rewards into stages enables learning of complex acrobatic behaviors","Stage-wise reward decomposition could help HDR learn complex multi-phase locomotion",3
61,"A Learning Framework for Diverse Legged Robot Locomotion Using Barrier-Based Style Rewards","Barrier-based style rewards authors",2024,paper,locomotion,style,"Relaxed logarithmic barrier functions for motion style specification","Barrier-based rewards bias learning toward desired gait foot clearance joint position and body height","Barrier functions provide principled alternative to quadratic penalties; test in HDR reward design",4
62,"Adaptive motion planning for legged robots in unstructured terrain using DRL","Adaptive motion planning authors",2025,paper,locomotion,terrain,"Progressive curriculum with friction variation and terrain complexity","87.5% reduction in vertical CoG oscillation; stable quadruped locomotion across diverse terrains","Progressive terrain curriculum design is a key HDR variable",4
63,"Latent Action Priors for Locomotion with Deep Reinforcement Learning","Latent action priors authors",2024,paper,locomotion,action_space,"Learned latent action space with weighted residuals","Residual weighted actions improve smoothness while maintaining expressivity","Latent action priors could constrain HDR action space for better transfer",3
64,"Learning Torque Control for Quadrupedal Locomotion","Torque control for quadrupeds authors",2023,paper,locomotion,action_space,"Direct torque output at high frequency for quadruped control","Torque control enables finer force modulation but requires higher policy frequency","Torque vs position control is a key HDR action space choice",4
65,"Variable Stiffness for Robust Locomotion through Reinforcement Learning","Variable stiffness locomotion authors",2025,paper,locomotion,control,"Learning variable PD gains alongside joint position targets","Adaptive stiffness improves robustness to terrain changes and disturbances","Variable PD gains as additional policy output; adds design variable but may improve transfer",4
66,"Dojo: A Differentiable Physics Engine for Robotics","Dojo authors",2022,paper,physics_simulation,differentiable,"Interior-point contact solver with smooth gradient approximation","Differentiable contacts via implicit function theorem; useful for trajectory optimization and SysID","Dojo's smooth contact gradients could enable gradient-based reward component optimization",3
67,"Differentiable Physics Simulations with Contacts: Do They Have Correct Gradients","Contact gradient correctness authors",2022,paper,physics_simulation,differentiable,"Analysis of gradient correctness through contact events","Contact gradients are often incorrect when contact normal direction changes; TOI corrections essential","Gradient-based locomotion optimization must account for contact gradient inaccuracies",3
68,"End-to-End Differentiable Simulation for Robotics (SIMPLE)","SIMPLE gradients authors",2024,paper,physics_simulation,differentiable,"Implicit differentiation of non-relaxed NCP for contact gradients","100x faster gradient computation than prior methods; no unphysical artifacts","Fast contact gradients could enable direct policy optimization through simulation",3
69,"Booster Gym: End-to-End RL Framework for Humanoid Robot Locomotion","Booster Gym authors",2025,paper,locomotion,humanoid,"Complete RL framework for Booster T1 humanoid training","End-to-end humanoid locomotion training with integrated sim-to-real pipeline","Full-stack humanoid RL framework provides reference implementation for HDR",4
70,"Learning agility and adaptive legged locomotion via curricular hindsight RL","Curricular hindsight RL authors",2024,paper,locomotion,curriculum,"Hindsight experience replay combined with curriculum for legged locomotion","Improved sample efficiency and agility through hindsight relabeling of failed episodes","Hindsight relabeling could improve HDR sample efficiency for challenging locomotion tasks",3
71,"HiFAR: Multi-Stage Curriculum Learning for High-Dynamics Humanoid Fall Recovery","HiFAR authors",2025,paper,locomotion,recovery,"Progressive curriculum for humanoid fall recovery across dimensionality levels","100% fall recovery success rate through multi-stage training; robust real-world deployment","Fall recovery as auxiliary task during HDR locomotion training improves robustness",4
72,"Embedding Classical Balance Control in RL for Humanoid Recovery","Balance-informed RL authors",2026,paper,locomotion,recovery,"Capture point CoM state and momentum as privileged critic inputs and reward terms","Classical stability metrics as reward terms improve recovery robustness","Adding capture point and momentum to observation/reward may improve HDR stability outcomes",4
73,"HWC-Loco: Hierarchical Whole-Body Control for Robust Humanoid Locomotion","HWC-Loco authors",2025,paper,locomotion,humanoid,"Robust optimization formulation for humanoid whole-body locomotion","Explicit safety-critical recovery learning through robust policy optimization","Robust optimization formulation for locomotion could improve HDR policy robustness",4
74,"X-Loco: Towards Generalist Humanoid Locomotion Control via Synergetic Policy Distillation","X-Loco authors",2026,paper,locomotion,humanoid,"Synergetic distillation for generalist humanoid locomotion","Generalist humanoid control across multiple locomotion modes through coordinated distillation","Generalist policy distillation could reduce HDR training cost for multi-skill humanoids",4
75,"Architecture Is All You Need: Diversity-Enabled Sweet Spots for Robust Humanoid Locomotion","Architecture sweet spots authors",2025,paper,locomotion,architecture,"Systematic study of network architecture impact on humanoid locomotion","Architecture choices (depth width activation) significantly impact locomotion robustness and generalization","Network architecture as HDR design variable; systematic architecture search worthwhile",5
76,"Learning Velocity-based Humanoid Locomotion: Massively Parallel Learning with Brax and MJX","Velocity humanoid Brax authors",2024,paper,locomotion,humanoid,"Velocity-based humanoid locomotion trained on RTX 4090 with Brax/MJX","Humanoid velocity tracking trained in 56 minutes on consumer GPU with 8192 environments","Brax+MJX as training platform on consumer GPU; validates single-GPU HDR feasibility",5
77,"WholeBodyVLA: Towards Unified Latent VLA for Whole-body Loco-manipulation Control","WholeBodyVLA authors",2026,paper,locomotion,loco_manipulation,"Unified vision-language-action model for humanoid loco-manipulation","21.3% improvement over baselines on AgiBot X2; unified framework for loco-manipulation","VLA models for locomotion represent next-generation approach; monitor for HDR integration",3
78,"SLowRL: Safe Low-Rank Adaptation RL for Locomotion","SLowRL authors",2026,paper,locomotion,safety,"Low-rank adaptation for safe locomotion policy fine-tuning","Safe policy adaptation without catastrophic forgetting of locomotion skills","Low-rank adaptation could enable safe HDR policy updates between iterations",3
79,"Bio-inspired neural networks with CPGs for learning multi-skill locomotion","CPG multi-skill locomotion authors",2025,paper,locomotion,cpg,"CPG-based neural networks for multi-gait locomotion learning","CPGs enable spontaneous gait transitions with energy-efficient pattern selection","CPG-inspired phase variables as structured observation inputs in HDR",3
80,"Adaptive Energy Regularization for Autonomous Gait Transition and Efficient Locomotion","Energy regularization gait authors",2025,paper,locomotion,energy,"Energy-adaptive reward regularization for gait optimization","7-21% energy savings through proper speed-dependent gait selection","Speed-dependent energy regularization as HDR reward design principle",4
81,"One Policy to Run Them All: End-to-End Multi-Embodiment Locomotion","URMA multi-embodiment authors",2024,paper,locomotion,generalization,"Multi-Task RL for single policy controlling any legged morphology","Single neural network architecture learns locomotion for multiple robot types","Multi-embodiment policies reduce per-robot HDR cost; test morphology-agnostic approaches",4
82,"Constrained Skill Discovery: Quadruped Locomotion with Unsupervised RL","Unsupervised skill discovery authors",2024,paper,locomotion,skill_discovery,"Unsupervised RL for discovering diverse locomotion skills without rewards","Diverse locomotion behaviors emerge from intrinsic motivation without task-specific rewards","Unsupervised skill discovery could generate diverse HDR initial conditions",3
83,"Rapid Sim-to-Real Humanoid Locomotion","Rapid sim-to-real humanoid authors",2024,paper,sim_to_real,humanoid,"FastSAC and FastTD3 for rapid off-policy humanoid training","Off-policy methods with parallelism learn complex humanoid motions faster than PPO in wall-clock time","FastSAC/FastTD3 as PPO alternatives for HDR; especially for complex humanoid tasks",5
84,"The 37 Implementation Details of Proximal Policy Optimization","PPO implementation details authors",2022,paper,reinforcement_learning,implementation,"Systematic documentation of PPO implementation choices that affect performance","37 specific implementation details (normalization clipping initialization) significantly affect PPO performance","PPO implementation details (normalization advantage estimation) are implicit HDR variables",5
85,"Curriculum Learning for Reinforcement Learning Domains","Curriculum learning survey authors",2020,review,reinforcement_learning,curriculum,"Survey of curriculum learning methods for RL","Curriculum design significantly impacts learning speed and final performance; automatic methods preferred","Automatic curriculum generation reduces HDR dimensionality by eliminating manual schedule design",4
86,"Reward Hacking in Reinforcement Learning","Lilian Weng reward hacking review",2024,review,reinforcement_learning,reward_design,"Comprehensive taxonomy of reward hacking failure modes","Phase transitions cause sudden true-reward collapse while proxy reward increases; 6 primary hack categories","Reward hacking detection should be integrated into HDR evaluation loop",4
87,"Sim-to-Real: A Performance Comparison of PPO TD3 and SAC for Quadruped Walking","PPO TD3 SAC comparison authors",2023,paper,locomotion,comparison,"Direct comparison of PPO TD3 SAC for quadruped locomotion sim-to-real","SAC achieves best gait quality; PPO most reliable for debugging; TD3 smoothest transfer","Algorithm selection as HDR meta-variable; consider ensemble or switching approaches",5
88,"Hyperparameters in Reinforcement Learning and How To Tune Them","RL hyperparameter tuning authors",2023,paper,reinforcement_learning,hyperparameter,"Systematic study of RL hyperparameter sensitivity across environments","Even rarely tuned parameters (clip range) can determine success/failure; landscape is highly non-smooth","Systematic hyperparameter optimization is essential; HDR naturally addresses this",5
