id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
66,MWPM for fault-tolerant surface code in real time,"Skoric, L.; Browne, D.E.; Barnes, K.M.; Gillespie, N.I.; Campbell, E.T.",2022,preprint,decoder,mwpm,algorithm,Streaming MWPM with window decoding arXiv:2211.14216,Streaming MWPM,4
67,Predictive Window Decoding for Fault-Tolerant Quantum Programs,"Authors",2024,preprint,decoder,window,algorithm,Predictive window decoding arXiv:2412.05115,Window alignment,3
68,A Case for Elastic Quantum Error Correction Decoders,"Authors",2024,preprint,decoder,elastic,algorithm,Elastic decoder resources arXiv:2406.17995 10-40% reduction,Elastic scheduling,4
69,Impacts of Decoder Latency on Utility-Scale Quantum Computer Architectures,"Bhatnagar, et al.",2025,preprint,decoder,latency,analysis,Reaction-time impact on magic-state LER arXiv:2511.10633 aligned-window 50% improvement,Nearest-neighbour prior art on reaction time,5
70,Scalable Neural Decoders for Practical Fault-Tolerant Quantum Computation (Cascade),"Authors",2026,preprint,ml_decoder,nn_streaming,learning,Cascade NN for BB + surface codes 17x LER improvement arXiv:2604.08358,Cross-code NN decoder,4
71,Accelerating BP-OSD Decoder for QLDPC Codes with Local Syndrome-Based Preprocessing,"Authors",2025,preprint,decoder,bposd,algorithm,Local syndrome preprocessing for BP-OSD arXiv:2509.01892 HPCA 2026,BP+OSD latency reduction,3
72,Fully Parallelized BP Decoding for Quantum LDPC Codes Can Outperform BP-OSD,"Authors",2025,preprint,decoder,bp,algorithm,Parallel BP without OSD arXiv:2507.00254,BP-only streaming,3
73,Ambiguity Clustering: an accurate and efficient decoder for qLDPC codes,"Authors",2024,preprint,decoder,qldpc,algorithm,OSD alternative with ambiguity clustering arXiv:2406.14527,OSD alternative,3
74,Localized statistics decoding for quantum LDPC codes,"Authors",2024,preprint,decoder,lsd,algorithm,LSD algorithm arXiv:2406.18655 competitive with BP+OSD,Parallel OSD alternative,3
75,Decision-tree decoders for general quantum LDPC codes,"Authors",2025,preprint,decoder,decision_tree,algorithm,Small-memory DT decoder for qLDPC arXiv:2502.16408,Alternative decoder class,2
76,A joint code and belief propagation decoder design for qLDPC,"Authors",2024,preprint,qldpc,co_design,analytic,qLDPC codes co-designed with BP no short-4 cycles arXiv:2401.06874,Code+decoder co-design,4
77,Machine Learning Decoding of Circuit-Level Noise for Bivariate Bicycle Codes,"Authors",2025,preprint,ml_decoder,qldpc,learning,Neural decoder for BB codes arXiv:2504.13043,NN decoder for BB,3
78,Astra machine learning decoder for qLDPC,"Authors",2025,preprint,decoder,ml,learning,Astra NN decoder higher thresholds BB up to d=18,ML decoder BB,3
79,Mamba-based neural decoder for QEC,"Authors",2025,preprint,ml_decoder,mamba,learning,State-space model decoder,Architecture alternative,2
80,HyperNQ: A Hypergraph Neural Network Decoder for qLDPC,"Authors",2025,preprint,ml_decoder,gnn,learning,Hypergraph NN for qLDPC arXiv:2511.01741,GNN decoder,3
81,AlphaQubit 2 scalable real-time NN decoder,"Senior, A.W.; Edlich, T.; Higgott, O.; Bausch, J.; et al.",2025,preprint,ml_decoder,realtime,learning,Sub-1us/cycle on color + surface arXiv:2512.07737,Streaming NN decoder SOTA,5
82,Scalable Neural Decoders for Practical Real-Time QEC,"Authors",2025,preprint,ml_decoder,streaming,learning,Streaming NN via distillation 6us latency arXiv:2510.22724,Streaming NN target,4
83,Neural decoders for universal quantum algorithms,"Authors",2025,preprint,ml_decoder,universal,learning,NN decoder for logical algorithms arXiv:2509.11370,NN scope extension,3
84,Interpretability of neural network decoders,"Bödeker, N.; et al.",2025,paper,ml_decoder,interp,learning,Adv Quant Tech mechanistic interp of NN decoders,Interp research,2
85,Constant-overhead fault-tolerant quantum computation,"Gottesman, D.",2014,paper,resource_estimation,constant,analytic,Constant-overhead FTQC for good qLDPC,Theoretical benchmark,5
86,Overhead analysis of qLDPC vs surface code,"Cohen, L.; Kim, I.; Bartlett, S.; Brown, B.",2024,paper,resource_estimation,qldpc,analytic,Analytic qLDPC vs surface overhead comparison,Analytic prior art for our project,5
87,Computing Efficiently in QLDPC Codes,"Authors",2025,preprint,qldpc,computation,analytic,qLDPC computation primitives survey arXiv:2502.07150,qLDPC computation,4
88,Sequences of Bivariate Bicycle Codes from Covering Graphs,"Symons, B.C.B.; Rajput, A.; Browne, D.E.",2025,preprint,qldpc,bivariate_bicycle,construction,h-cover BB new [[64,14,8]] [[144,14,14]] arXiv:2511.13560,BB family expansion,4
89,Fair Decoder Baselines and Rigorous Finite-Size Scaling for BB Codes on Erasure Channel,"Pandey, T.",2026,preprint,decoder,qldpc,simulation,BB pseudo-thresholds 0.370-0.471 across N arXiv:2603.19062,BB on erasure,3
90,BiBiEQ: BB Codes on Erasure Qubits,"Bhave, A.S.; Choudhury, N.; Nemec, A.; Basu, K.",2026,preprint,qldpc,erasure,construction,BB + erasure conversion arXiv:2602.07578,BB erasure variant,3
91,Geometry-induced correlated noise in qLDPC syndrome extraction,"Authors",2026,preprint,qldpc,correlated,analysis,Routing geometry induces correlated faults arXiv:2604.01040,qLDPC noise caveat,3
92,In-Situ Simultaneous Magic State Injection on Arbitrary CSS qLDPC Codes,"Authors",2026,preprint,magic_state,qldpc,analytic,First in-situ magic-state injection for CSS qLDPC arXiv:2604.05126,In-situ qLDPC injection,4
93,Architectural mechanisms of a universal fault-tolerant quantum computer (NA),"Authors (Harvard/QuEra)",2025,preprint,architecture,universal,analytic,Full NA FTQC architecture arXiv:2506.20661,NA FTQC blueprint,4
94,Low-overhead qLDPC computing via lattice-surgery analogues,"Authors",2024,preprint,qldpc,gates,analytic,Addressable qLDPC logical ops,qLDPC logical ops,3
95,Automorphism gates in bivariate bicycle codes,"Authors",2025,preprint,qldpc,gates,analytic,Automorphism-based gates for BB codes,BB gate construction,3
96,Low-overhead magic state preparation using distilled BB codes,"Authors",2024,preprint,magic_state,qldpc,analytic,BB code as distillation factory,BB for distillation,3
97,Fault-tolerant gate sets for qLDPC codes,"Zhu, G.; Breuckmann, N.P.; et al.",2023,paper,qldpc,universality,analytic,Fault-tolerant Clifford gates via automorphisms,qLDPC universality,4
98,qLDPC + lattice surgery architecture,"Authors",2024,preprint,qldpc,architecture,analytic,qLDPC coupled to surface patches via lattice surgery,Hybrid architecture,3
99,The Q-Spellbook: Surface Code Layouts and Magic State Protocols,"Authors",2025,preprint,compilation,surface_code,engineering,Compiler-level layout optimisation arXiv:2502.11253,Compilation layout,3
100,Scheduling Lattice Surgery with Magic State Cultivation,"Authors",2025,preprint,compilation,lattice_surgery,engineering,Cultivation-pipeline scheduling arXiv:2512.06484,Scheduling + cultivation,3
101,Locality-aware Pauli-based computation for local magic state preparation,"Authors",2025,preprint,compilation,pauli_based,engineering,PBC + locality arXiv:2504.12091,Compilation engineering,2
102,Pauli-based computation (PBC foundational),"Bravyi, S.; Smith, G.; Smolin, J.A.",2016,paper,compilation,pauli_based,analytic,Canonical PBC reference,Basis for Litinski 2019,4
103,Magic State Cultivation on the Surface Code (High Rate),"Authors",2025,preprint,magic_state,cultivation,simulation,High-rate cultivation variants arXiv:2502.01743,Extends Gidney 2024,3
104,Unfolded distillation: low-cost magic state preparation for biased-noise qubits,"Authors",2026,paper,magic_state,biased_noise,simulation,Biased-noise distillation npj QI,Biased-noise magic states,3
105,How to factor RSA integers (v3),"Gidney, C.; Ekerå, M.",2021,paper,resource_estimation,shor,estimate,Quantum 5 433 surface code 20M qubits 8h,Historical RSA anchor,5
106,Efficient circuits for exact-universal computation with qudits,"Bullock, S.S.; O'Leary, D.P.; Brennen, G.K.",2005,paper,resource_estimation,qudits,analytic,Qudit circuit compilation,Qudit alternative,2
107,Windowed arithmetic for factoring,"Gidney, C.",2019,preprint,compilation,arithmetic,analytic,Windowed modular arithmetic reducing T-count,Arithmetic optimisation for Shor,4
108,Shor's algorithm original paper,"Shor, P.W.",1997,paper,algorithm,shor,analytic,SIAM J Comput 26 1484 Shor factoring,Shor canonical,5
109,Factoring in polynomial time on a quantum computer,"Shor, P.W.",1994,paper,algorithm,shor,analytic,FOCS 94 Shor polynomial-time factoring,Shor origin,5
110,Circuit for Shor factoring with 2n+3 qubits,"Beauregard, S.",2003,preprint,resource_estimation,shor,estimate,2n+3 logical qubits arXiv:quant-ph/0205095,Historical Shor layout,4
111,Quantum resource estimates for ECDLP,"Roetteler, M.; et al.",2017,paper,resource_estimation,ecc,estimate,ECC dlog resource estimate,Crypto beyond RSA,3
112,Quantum computing for chemistry: Lee et al.,"Lee, J.; et al.",2021,paper,resource_estimation,chemistry,estimate,Quantum chemistry resource estimates npj QI,Chemistry benchmark,3
113,Quantum computing enhanced computational catalysis,"von Burg, V.; et al.",2021,paper,resource_estimation,chemistry,estimate,Detailed catalysis RE PRResearch,Chemistry benchmark,3
114,Resource estimates for lattice QCD,"Shaw, A.F.; et al.",2020,preprint,resource_estimation,hep,estimate,Lattice QCD quantum simulation resources,HEP benchmark,2
115,Resource estimation for Hubbard model ground state,"Authors",2022,paper,resource_estimation,simulation,estimate,Hubbard ground-state RE ~10^7 qubits,Condensed-matter benchmark,3
116,NIST quantum-threat cryptography guidance,"NIST",2024,report,crypto,policy,policy,NIST PQ-crypto migration guidance,Policy context,3
117,Q-Day approaching quantum threat timeline,"TheQuantumInsider",2026,blog,crypto,policy,policy,Q-Day timeline tightening 2026,Policy context,2
118,The rotated surface code planar lattice,"Bombin, H.; Martin-Delgado, M.A.",2007,paper,surface_code,rotated,analytic,Rotated surface code,Rotated-code variant,3
119,Optimal circuit-level decoding for surface codes,"Tuckett, D.K.; Bartlett, S.D.; Flammia, S.T.",2016,paper,decoder,mwpm,simulation,Optimal thresholds arXiv:1609.06373,Decoder benchmarking reference,3
120,The XZZX surface code,"Bonilla Ataides, J.P.; Tuckett, D.K.; Bartlett, S.D.; Flammia, S.T.; Brown, B.J.",2021,paper,biased_noise,xzzx,simulation,>5% threshold biased noise Nature Comm,Biased-noise code,4
121,Tailored XZZX codes for biased noise,"Darmawan, A.S.; Brown, B.J.; Grimsmo, A.L.; Tuckett, D.K.; Puri, S.",2021,paper,biased_noise,xzzx,simulation,XZZX optimisation for biased noise,Biased-noise tailoring,3
122,Correcting coherent errors with surface codes,"Bravyi, S.; Englbrecht, M.; König, R.; Peard, N.",2018,paper,coherent_noise,surface_code,simulation,Surface code under coherent errors vs Pauli twirl,Coherent-noise sensitivity,4
123,Tensor-network simulations of surface code under realistic noise,"Darmawan, A.S.; Poulin, D.",2018,paper,coherent_noise,tensor_network,simulation,MPS sim of surface code beyond Pauli,Realistic simulation,3
124,Efficient Simulation of Leakage Errors Using Tensor Network Methods,"Authors",2023,preprint,leakage,tensor_network,simulation,MPS leakage sim arXiv:2308.08186,Leakage sim without Pauli twirl,3
125,Incoherent Approximation of Leakage in QEC,"Authors",2024,preprint,leakage,approximation,theory,Subspace Twirling Approximation arXiv:2312.10277,Leakage approximation,3
126,Surface code with leakage and erasure,"Suchara, M.; Cross, A.W.; Gambetta, J.M.",2015,paper,leakage,surface_code,simulation,Early leakage in surface code,Leakage baseline,3
127,Experimental QEC below threshold via all-microwave leakage suppression,"Authors",2025,paper,experiment,leakage,experiment,PRL leakage suppression,Experimental leakage handling,3
128,General tensor network decoding of 2D Pauli codes,"Chubb, C.T.",2021,paper,decoder,tensor_network,algorithm,Near-optimal TN decoder O(n log n + n chi^3) arXiv:2101.04125,Near-optimal decoder baseline,4
129,Enhancing fault-tolerant surface code decoding with iterative lattice reweighting,"Authors",2025,preprint,decoder,mwpm,algorithm,Lattice reweighting arXiv:2509.06756,Decoder enhancement,2
130,Performance enhancement of surface codes via recursive MWPM decoding,"Authors",2023,paper,decoder,mwpm,algorithm,Phys Rev A recursive MWPM,Decoder enhancement,3
131,Noise-aware decoder improvements,"Authors",2025,preprint,decoder,adaptive,algorithm,arXiv:2502.21044 noise-aware decoding,Adaptive decoder,3
132,Optimal adaptation of surface-code decoders to local noise,"Authors",2024,preprint,decoder,adaptive,analysis,arXiv:2403.08706 decoder adaptation gains,Adaptive decoder gains,3
133,Bayesian inference of general noise-model parameters from syndrome stats,"Authors",2024,paper,char,bayesian,inference,MCMC SMC syndrome-based noise inference Phys Rev A arXiv:2406.08981,Noise inference,3
134,Estimating detector error models from syndrome data,"Authors",2025,preprint,char,detector,inference,Syndrome-based DEM estimation arXiv:2504.14643,DEM inference,3
135,Adaptive Estimation of Drifting Noise in QEC,"Authors",2025,preprint,char,drift,analysis,Sliding-window drift estimator arXiv:2511.09491,Drift adaptation,3
136,Transient drift detection in surface code,"Authors",2026,preprint,char,drift,analysis,ReloQate drift detection arXiv:2603.00837,Drift-aware QEC,2
137,Logical error rates for surface code under mixed coherent/stochastic ion noise,"Authors",2025,preprint,coherent_noise,trapped_ion,simulation,arXiv:2508.14227,Realistic ion noise,3
138,The surface code beyond Pauli channels,"Authors",2024,preprint,coherent_noise,surface_code,simulation,Error-field-double under coherent noise arXiv:2412.21055,Coherent sensitivity,3
139,Correcting coherent errors via Pauli conjugation,"Cai, Z.; et al.",2019,paper,coherent_noise,mitigation,analytic,Pauli conjugation for coherent mitigation,Workaround approach,3
140,Performance of MWPM under correlated noise,"Authors",2024,preprint,decoder,correlated,simulation,Correlated-noise MWPM limits,Decoder analysis,3
141,Decoder benchmarking software: BP-OSD evaluation,"Roffe, J.",2022,software,decoder,bp,tool,ldpc Python package BP-OSD,Standard BP-OSD tool,5
142,LDPC v2 Python package,"Roffe, J.; Hillmann",2024,software,decoder,bp,tool,C++ rewrite BP + BP+OSD + BP+LSD,ldpc v2 (current baseline),5
143,qLDPC Python package (qLDPCOrg),"qLDPCOrg",2024,software,decoder,unified,tool,Unified API over ldpc stim sinter pymatching relay-bp,Unified decoder API,5
144,relay-bp GPU BP variant,"NVIDIA",2026,software,decoder,gpu_bp,tool,CUDA-Q QEC RelayBP GPU variant,GPU RelayBP,4
145,NVIDIA Ising Decoding training framework,"NVIDIA",2026,software,decoder,predecoder,tool,Training framework for AI QEC decoders,GPU predecoder toolkit,4
146,panqec simulator,"Panteleev, P.",2022,software,simulator,python,tool,Python qLDPC simulator,qLDPC simulation,3
147,qiskit-qec library,"IBM Qiskit team",2023,software,simulator,qiskit,tool,IBM Python toolkit for QEC,Alternative to Stim,3
148,cuQuantum SDK,"NVIDIA",2022,software,simulator,gpu,tool,GPU TN/statevector simulator,Broad GPU QC sim,4
149,Error correction zoo,"Albert, V.V.; et al.",2022,software,resource,zoo,reference,Comprehensive code catalogue,Navigation,5
150,Error correction zoo (BB entry),"Albert, V.V.; et al.",2024,software,resource,zoo,reference,BB code entry,Navigation,3
151,qsharp-alice-bob-resource-estimator,"Alice&Bob",2024,software,resource_estimation,extension,tool,Extension of Microsoft RE for cat qubits,Extension precedent,5
152,Microsoft qsharp resource estimator source,"Microsoft",2024,software,resource_estimation,source,tool,github.com/microsoft/qsharp estimation samples,Primary RE source,5
153,microsoft/qdk quantum development kit,"Microsoft",2024,software,qsharp,sdk,tool,QDK including Q# + RE + Katas,QDK source,4
